iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ARG,South America,Argentina,2021-01-26,1955600,10910,10977.286,53014,188,176.143,42970.47,239.726,241.204,1164.879,4.131,3.87,0.91,3614,79.411,NA,NA,NA,NA,NA,NA,6308387,49488,139.329,1.093,45217,0.999,0.171,5.8,tests performed,330330,280096,50175,59,12817,10581,0.73,0.62,0.11,0,232,4198,0.009,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-01-27,1965948,10348,10653,53195,181,178.143,43197.847,227.377,234.079,1168.856,3.977,3.914,0.9,3614,79.411,NA,NA,NA,NA,NA,NA,6360039,51652,140.47,1.141,45036,0.995,0.168,6,tests performed,340445,284189,56197,59,10115,9250,0.75,0.62,0.12,0,203,3939,0.009,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-01-28,1974765,8817,10074.714,53374,179,172.143,43391.583,193.736,221.372,1172.789,3.933,3.783,0.9,3607,79.257,NA,NA,NA,NA,NA,NA,6409982,49943,141.573,1.103,44863,0.991,0.166,6,tests performed,356495,285633,70802,60,16050,9526,0.78,0.63,0.16,0,209,3459,0.008,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-01-29,1983822,9057,9321,53542,168,167.286,43590.593,199.01,204.811,1176.48,3.691,3.676,0.9,3628,79.718,NA,NA,NA,NA,NA,NA,6459861,49879,142.675,1.102,44732,0.988,0.164,6.1,tests performed,380000,287095,92845,60,23505,11566,0.83,0.63,0.2,0,254,2950,0.006,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-01-30,1989330,5508,8892.286,53645,103,163.714,43711.62,121.027,195.391,1178.744,2.263,3.597,0.9,3624,79.63,NA,NA,NA,NA,NA,NA,6503114,43253,143.63,0.955,45668,1.009,0.159,6.3,tests performed,389315,287297,101957,61,9315,12332,0.86,0.63,0.22,0,271,2820,0.006,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-01-31,1993552,4222,8740.714,53716,71,161.571,43804.39,92.77,192.06,1180.304,1.56,3.55,0.9,3617,79.476,NA,NA,NA,NA,NA,NA,6540685,37571,144.46,0.83,47306,1.045,0.155,6.5,tests performed,389940,287305,102573,62,625,12378,0.86,0.63,0.23,0,272,2808,0.006,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,44257,12.03,30.69,977.47656
ARG,South America,Argentina,2021-02-01,2002970,9418,8325.714,53896,180,152.857,44011.332,206.942,182.941,1184.259,3.955,3.359,0.9,3554,78.092,NA,NA,NA,NA,NA,NA,6595681,54996,145.675,1.215,48112,1.063,0.151,6.6,tests performed,409476,289579,119834,63,19536,13138,0.9,0.64,0.26,0,289,2115,0.005,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-02,2012001,9031,8057.286,54063,167,149.857,44209.771,198.438,177.043,1187.928,3.669,3.293,0.89,3586,78.795,NA,NA,NA,NA,NA,NA,6655268,59587,146.991,1.316,49554,1.094,0.144,6.9,tests performed,433360,295226,138070,64,23884,14719,0.95,0.65,0.3,0,323,2161,0.005,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-03,2020885,8884,7848.143,54194,131,142.714,44404.979,195.208,172.448,1190.807,2.878,3.136,0.88,3571,78.466,NA,NA,NA,NA,NA,NA,6710671,55403,148.214,1.224,50090,1.106,0.14,7.1,tests performed,459985,305638,154283,64,26625,17077,1.01,0.67,0.34,0,375,3064,0.007,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-04,2029011,8126,7749.429,54366,172,141.714,44583.532,178.553,170.278,1194.586,3.779,3.114,0.88,3570,78.444,NA,NA,NA,NA,NA,NA,6759483,48812,149.292,1.078,49929,1.103,0.138,7.2,tests performed,488126,315967,172094,65,28141,18804,1.07,0.69,0.38,0,413,4333,0.01,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-05,2036927,7916,7586.429,54513,147,138.714,44757.471,173.939,166.697,1197.816,3.23,3.048,0.87,3550,78.004,NA,NA,NA,NA,NA,NA,6807204,47721,150.346,1.054,49620,1.096,0.136,7.4,tests performed,521175,329860,191252,65,33049,20168,1.15,0.72,0.42,0,443,6109,0.013,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-06,2041551,4624,7460.143,54597,84,136,44859.074,101.603,163.922,1199.662,1.846,2.988,0.87,3550,78.004,NA,NA,NA,NA,NA,NA,6842250,35046,151.121,0.774,48448,1.07,0.136,7.4,tests performed,532107,332941,199103,65,10932,20399,1.17,0.73,0.44,0,448,6521,0.014,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-07,2044821,3270,7324.143,54664,67,135.429,44930.926,71.852,160.934,1201.134,1.472,2.976,0.86,3550,78.004,NA,NA,NA,NA,NA,NA,6868078,25828,151.691,0.57,46770,1.033,0.138,7.2,tests performed,533492,333512,199917,65,1385,20507,1.17,0.73,0.44,0,451,6601,0.015,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-08,2052766,7945,7113.714,54845,181,135.571,45105.502,174.576,156.31,1205.111,3.977,2.979,0.86,3526,77.477,NA,NA,NA,NA,NA,NA,6918893,50815,152.813,1.122,46173,1.02,0.136,7.4,tests performed,556928,349988,206875,67,23436,21065,1.22,0.77,0.45,0,463,8630,0.019,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-09,2060381,7615,6911.429,54980,135,131,45272.826,167.325,151.865,1208.078,2.966,2.878,0.86,3553,78.07,NA,NA,NA,NA,NA,NA,6971691,52798,153.979,1.166,45203,0.998,0.135,7.4,tests performed,577134,364260,212809,67,20206,20539,1.27,0.8,0.47,0,451,9862,0.022,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-10,2067581,7200,6670.857,55125,145,133,45431.032,158.206,146.579,1211.264,3.186,2.922,0.85,3561,78.246,NA,NA,NA,NA,NA,NA,7023439,51748,155.122,1.143,44681,0.987,0.131,7.6,tests performed,592763,375275,217423,67,15629,18968,1.3,0.82,0.48,0,417,9948,0.022,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-11,2074713,7132,6528.857,55264,139,128.286,45587.744,156.712,143.459,1214.318,3.054,2.819,0.85,3541,77.807,NA,NA,NA,NA,NA,NA,7076872,53433,156.302,1.18,45341,1.001,0.127,7.9,tests performed,610624,379944,230615,67,17861,17500,1.34,0.83,0.51,0,385,9140,0.02,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-12,2083186,8473,6608.429,55413,149,128.571,45773.922,186.178,145.207,1217.592,3.274,2.825,0.85,3538,77.741,NA,NA,NA,NA,NA,NA,7129383,52511,157.462,1.16,46026,1.017,0.124,8.1,tests performed,626468,384204,242199,67,15844,15042,1.38,0.84,0.53,0,331,7763,0.017,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-13,2092786,9600,7319.286,55536,123,134.143,45984.863,210.941,160.827,1220.295,2.703,2.948,0.85,3514,77.213,NA,NA,NA,NA,NA,NA,7170464,41081,158.37,0.907,46888,1.036,0.121,8.3,tests performed,629504,384567,244872,67,3036,13914,1.38,0.85,0.54,0,306,7375,0.016,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-14,2095565,2779,7249.143,55599,63,133.571,46045.926,61.063,159.286,1221.679,1.384,2.935,0.85,3547,77.938,NA,NA,NA,NA,NA,NA,7197555,27091,158.968,0.598,47068,1.04,0.12,8.3,tests performed,629657,384592,245000,67,153,13738,1.38,0.85,0.54,0,302,7297,0.016,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-15,2099828,4263,6723.143,55686,87,120.143,46139.597,93.671,147.728,1223.59,1.912,2.64,0.85,3538,77.741,NA,NA,NA,NA,NA,NA,7233674,36119,159.766,0.798,44969,0.993,0.117,8.5,tests performed,630975,385672,245237,68,1318,10578,1.39,0.85,0.54,0,232,5098,0.011,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-16,2104769,4941,6341.143,55782,96,114.571,46248.166,108.569,139.334,1225.7,2.109,2.517,0.85,3581,78.685,NA,NA,NA,NA,NA,NA,7272187,38513,160.616,0.851,42928,0.948,0.11,9.1,tests performed,632288,386710,245512,68,1313,7879,1.39,0.85,0.54,0,173,3207,0.007,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-17,2113288,8519,6529.571,55957,175,118.857,46435.354,187.188,143.475,1229.545,3.845,2.612,0.89,3573,78.51,NA,NA,NA,NA,NA,NA,7329164,56977,161.875,1.258,43675,0.965,0.11,9.1,tests performed,656705,406376,250263,68,24417,9135,1.44,0.89,0.55,0,201,4443,0.01,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-18,2121456,8168,6677.571,56098,141,119.143,46614.83,179.476,146.727,1232.643,3.098,2.618,0.93,NA,NA,NA,NA,NA,NA,NA,NA,7384114,54950,163.088,1.214,43892,0.969,0.112,8.9,tests performed,720553,458665,261821,69,63848,15704,1.58,1.01,0.58,0,345,11246,0.025,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-19,2129169,7713,6569,56245,147,118.857,46784.308,169.478,144.341,1235.873,3.23,2.612,0.97,3608,79.279,NA,NA,NA,NA,NA,NA,7441677,57563,164.36,1.271,44613,0.985,0.11,9.1,tests performed,788466,519030,269368,70,67913,23143,1.73,1.14,0.59,0,509,19261,0.042,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-20,2134735,5566,5992.714,56325,80,112.714,46906.61,122.302,131.678,1237.631,1.758,2.477,0.99,3605,79.213,NA,NA,NA,NA,NA,NA,7482750,41073,165.267,0.907,44612,0.985,0.111,9,tests performed,821091,550112,270911,70,32625,27370,1.8,1.21,0.6,0,601,23649,0.052,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-21,2138252,3517,6098.143,56396,71,113.857,46983.889,77.279,133.995,1239.191,1.56,2.502,1,3605,79.213,NA,NA,NA,NA,NA,NA,7510829,28079,165.887,0.62,44753,0.988,0.111,9,tests performed,841273,570256,270949,70,20182,30231,1.85,1.25,0.6,0,664,26523,0.058,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-22,2146340,8088,6644.571,56561,165,125,47161.607,177.718,146.001,1242.817,3.626,2.747,1.01,3550,78.004,NA,NA,NA,NA,NA,NA,7563365,52536,167.047,1.16,47099,1.04,0.115,8.7,tests performed,908865,636116,272681,70,67592,39699,2,1.4,0.6,0,872,35778,0.079,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-23,2153666,7326,6985.286,56698,137,130.857,47322.581,160.974,153.488,1245.827,3.01,2.875,1.01,3529,77.543,NA,NA,NA,NA,NA,NA,7612986,49621,168.143,1.096,48686,1.075,0.121,8.3,tests performed,995849,718987,276794,70,86984,51937,2.19,1.58,0.61,0,1141,47468,0.104,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-24,2161239,7573,6850.143,56833,135,125.143,47488.983,166.402,150.518,1248.794,2.966,2.75,1,3504,76.994,NA,NA,NA,NA,NA,NA,7664679,51693,169.285,1.142,47931,1.059,0.122,8.2,tests performed,1089719,806389,283260,72,93870,61859,2.39,1.77,0.62,0,1359,57145,0.126,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-25,2169116,7877,6808.571,56963,130,123.571,47662.065,173.082,149.605,1251.65,2.856,2.715,0.98,3467,76.181,NA,NA,NA,NA,NA,NA,7710324,45645,170.293,1.008,46601,1.029,0.123,8.1,tests performed,1169219,874449,294699,73,79500,64095,2.57,1.92,0.65,0,1408,59398,0.131,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-26,2175764,6648,6656.429,57093,130,121.143,47808.141,146.077,146.262,1254.507,2.856,2.662,0.97,3475,76.356,NA,NA,NA,NA,NA,NA,7759317,48993,171.375,1.082,45377,1.002,0.124,8.1,tests performed,1250945,945151,305723,73,81726,66068,2.75,2.08,0.67,0,1452,60874,0.134,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-27,2180002,4238,6466.714,57174,81,121.286,47901.263,93.122,142.093,1256.286,1.78,2.665,0.97,NA,NA,NA,NA,NA,NA,NA,NA,7795960,36643,172.185,0.809,44744,0.988,0.125,8,tests performed,1268856,961048,307737,73,17911,63966,2.79,2.11,0.68,0,1406,58705,0.129,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-02-28,2182953,2951,6385.857,57227,53,118.714,47966.105,64.842,140.317,1257.451,1.165,2.609,0.98,3505,77.015,NA,NA,NA,NA,NA,NA,7825038,29078,172.827,0.642,44887,0.991,0.123,8.1,tests performed,1274985,966861,308052,74,6129,61959,2.8,2.12,0.68,0,1361,56658,0.124,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,49858.4,12.72,23.46,1101.1912
ARG,South America,Argentina,2021-03-01,2190516,7563,6310.857,57433,206,124.571,48132.288,166.182,138.669,1261.977,4.526,2.737,0.99,3505,77.015,NA,NA,NA,NA,NA,NA,7870866,45828,173.839,1.012,43929,0.97,0.126,7.9,tests performed,1349573,1034117,315384,74,74588,62958,2.97,2.27,0.69,0,1383,56857,0.125,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-02,2198001,7485,6333.571,57595,162,128.143,48296.756,164.468,139.168,1265.537,3.56,2.816,1,NA,NA,NA,NA,NA,NA,NA,NA,7918196,47330,174.884,1.045,43601,0.963,0.128,7.8,tests performed,1425220,1102558,322590,74,75647,61339,3.13,2.42,0.71,0,1348,54796,0.12,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-03,2205498,7497,6322.714,57737,142,129.143,48461.488,164.732,138.929,1268.657,3.12,2.838,1.01,3521,77.367,NA,NA,NA,NA,NA,NA,7965672,47476,175.933,1.049,42999,0.95,0.13,7.7,tests performed,1496752,1166908,329771,75,71532,58148,3.29,2.56,0.72,0,1278,51503,0.113,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-04,2212756,7258,6234.286,57862,125,128.429,48620.968,159.48,136.986,1271.404,2.747,2.822,1.01,3489,76.664,NA,NA,NA,NA,NA,NA,8010905,45233,176.932,0.999,42940,0.948,0.131,7.6,tests performed,1608857,1265385,343397,77,112105,62805,3.54,2.78,0.75,0,1380,55848,0.123,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-05,2219657,6901,6270.429,57982,120,127,48772.604,151.636,137.78,1274.041,2.637,2.791,1.02,3485,76.576,NA,NA,NA,NA,NA,NA,8057024,46119,177.95,1.019,42530,0.939,0.134,7.5,tests performed,1720624,1364320,356228,78,111767,67097,3.78,3,0.78,0,1474,59881,0.132,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-06,2223981,4324,6282.714,58067,85,127.571,48867.615,95.011,138.05,1275.908,1.868,2.803,1.01,3475,76.356,NA,NA,NA,NA,NA,NA,8089508,32484,178.668,0.717,41935,0.926,0.137,7.3,tests performed,1775575,1415480,360018,79,54951,72388,3.9,3.11,0.79,0,1591,64919,0.143,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-07,2226676,2695,6246.143,58111,44,126.286,48926.833,59.217,137.247,1276.875,0.967,2.775,1.02,3467,76.181,NA,NA,NA,NA,NA,NA,8111527,22019,179.154,0.486,40927,0.904,0.141,7.1,tests performed,1787373,1427196,360100,79,11798,73198,3.93,3.14,0.79,0,1608,65762,0.144,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-08,2234329,7653,6259,58277,166,120.571,49094.992,168.16,137.529,1280.523,3.648,2.649,1.03,3484,76.554,NA,NA,NA,NA,NA,NA,8155621,44094,180.128,0.974,40679,0.898,0.141,7.1,tests performed,1889898,1527229,362592,79,102525,77189,4.15,3.36,0.8,0,1696,70445,0.155,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-09,2242011,7682,6287.143,58450,173,122.143,49263.789,168.797,138.148,1284.324,3.801,2.684,1.04,3525,77.455,NA,NA,NA,NA,NA,NA,8203207,47586,181.179,1.051,40716,0.899,0.141,7.1,tests performed,2005729,1640741,364910,80,115831,82930,4.41,3.61,0.8,0,1822,76883,0.169,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-10,2249925,7914,6346.714,58607,157,124.286,49437.684,173.895,139.457,1287.774,3.45,2.731,1.06,3491,76.708,NA,NA,NA,NA,NA,NA,8252381,49174,182.265,1.086,40958,0.905,0.142,7,tests performed,2169746,1798426,371242,80,164017,96142,4.77,3.95,0.82,0,2113,90217,0.198,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-11,2260897,10972,6877.286,58769,162,129.571,49678.772,241.088,151.115,1291.333,3.56,2.847,1.07,3438,75.543,NA,NA,NA,NA,NA,NA,8299158,46777,183.298,1.033,41179,0.909,0.145,6.9,tests performed,2356666,1952521,404065,82,186920,106830,5.18,4.29,0.89,0,2347,98162,0.216,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-12,2268693,7796,7005.143,58918,149,133.714,49850.074,171.302,153.924,1294.607,3.274,2.938,1.07,3417,75.082,NA,NA,NA,NA,NA,NA,8352235,53077,184.471,1.172,42173,0.931,0.144,6.9,tests performed,2518368,2070496,447791,83,161702,113963,5.53,4.55,0.98,0,2504,100882,0.222,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-13,2273464,4771,7069,59011,93,134.857,49954.907,104.833,155.327,1296.651,2.043,2.963,1.08,3454,75.895,NA,NA,NA,NA,NA,NA,8389471,37236,185.293,0.822,42852,0.946,0.143,7,tests performed,2564770,2089613,475075,84,46402,112742,5.64,4.59,1.04,0,2477,96305,0.212,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-14,2276955,3491,7182.714,59088,77,139.571,50031.615,76.708,157.826,1298.343,1.692,3.067,1.08,3479,76.444,NA,NA,NA,NA,NA,NA,8414286,24815,185.841,0.548,43251,0.955,0.143,7,tests performed,2573944,2097546,476316,84,9174,112367,5.66,4.61,1.05,0,2469,95764,0.21,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-15,2285237,8282,7272.571,59285,197,144,50213.595,181.981,159.8,1302.671,4.329,3.164,1.08,3469,76.224,NA,NA,NA,NA,NA,NA,8463668,49382,186.932,1.091,44007,0.972,0.143,7,tests performed,2711597,2206564,504950,85,137653,117386,5.96,4.85,1.11,0,2579,97048,0.213,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-16,2293627,8390,7373.714,59437,152,141,50397.949,184.354,162.023,1306.011,3.34,3.098,1.09,3469,76.224,NA,NA,NA,NA,NA,NA,8517680,54012,188.125,1.193,44925,0.992,0.143,7,tests performed,2845358,2318188,527087,85,133761,119947,6.25,5.09,1.16,0,2636,96778,0.213,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-17,2302492,8865,7509.571,59606,169,142.714,50592.74,194.791,165.008,1309.725,3.713,3.136,1.09,3485,76.576,NA,NA,NA,NA,NA,NA,8569181,51501,189.262,1.137,45257,1,0.143,7,tests performed,2984982,2439587,545312,85,139624,116462,6.56,5.36,1.2,0,2559,91594,0.201,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-18,2311091,8599,7170.571,59768,162,142.714,50781.686,188.946,157.559,1313.284,3.56,3.136,1.09,3522,77.389,NA,NA,NA,NA,NA,NA,8624793,55612,190.49,1.228,46519,1.027,0.139,7.2,tests performed,3123970,2535153,588729,88,138988,109615,6.86,5.57,1.29,0,2409,83233,0.183,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-19,2319467,8376,7253.429,59919,151,143,50965.733,184.046,159.38,1316.602,3.318,3.142,1.09,3534,77.653,NA,NA,NA,NA,NA,NA,8676783,51990,191.639,1.148,46364,1.024,0.14,7.1,tests performed,3250196,2625285,624823,88,126226,104547,7.14,5.77,1.37,0,2297,79256,0.174,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARG,South America,Argentina,2021-03-20,2325266,5799,7400.286,60009,90,142.571,51093.154,127.422,162.607,1318.58,1.978,3.133,1.1,3534,77.653,NA,NA,NA,NA,NA,NA,8712751,35968,192.433,0.794,46183,1.02,0.143,7,tests performed,3301087,2663386,637613,88,50891,105188,7.25,5.85,1.4,0,2311,81968,0.18,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
